data,categoria,titulo,descricao,url,texto,tema_gd,qtd_palavras,coletado_em
2026-09-18,Tarifas,ANEEL divulga terceira edição de 2026 do boletim InfoTarifas,"O efeito médio atualizado é de elevação de 9,4% para as tarifas em 2026, já considerando os recursos relativos à repactuação de Uso de Bem Público (UBP) que atenuaram os reajustes dos consumidores das regiões Norte e Nordeste",https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aneel-divulga-terceira-edicao-de-2026-do-boletim-infotarifas,"A terceira edição do boletim InfoTarifas 2026 foi publicada nesta sexta-feira (18/9) com efeito médio tarifário Brasil em 9,4% para este ano. O valor atualizado ficou acima dos índices de inflação projetados do IGP-M (4,4%) e do IPCA (5,0%). A projeção já considera a decisão da Diretoria da Agência Nacional de Energia Elétrica (ANEEL) de distribuição dos recursos provenientes da repactuação das obrigações de pagamento de Uso de Bem Público (UBP) das usinas hidrelétricas. A decisão viabilizou o repasse de aproximadamente R$ 5,5 bilhões às distribuidoras localizadas nas áreas de abrangência da Superintendência do Desenvolvimento da Amazônia (Sudam) e da Superintendência do Desenvolvimento do Nordeste (Sudene), com o objetivo de promover modicidade tarifária aos consumidores do mercado regulado. Os valores arrecadados são destinados à Conta de Desenvolvimento Energético (CDE) e utilizados para reduzir os impactos tarifários das distribuidoras elegíveis. Na deliberação, a Agência também homologou o Efeito Tarifário Limite Equilibrado (ETLEP) de 6,53%, mecanismo utilizado para promover uma distribuição mais equilibrada dos benefícios entre as 22 concessionárias contempladas e reduzir assimetrias tarifárias entre as diferentes áreas de concessão. Esta edição apresenta o histórico da tarifa média residencial, dados do subsidiômetro, informes sobre as bandeiras tarifárias dos últimos meses e os principais fatos tarifários dos últimos três meses, como, por exemplo, definição das receitas e tarifas de transmissão para 2026/2027, além da Reforma Tributária, que exigirá revisão de mecanismos tarifários em todo o setor elétrico. Confira aqui a terceira edição do InfoTarifas. O que é o InfoTarifa Em abril de 2025, a ANEEL lançou o InfoTarifa, que mostra estimativa de variação tarifária anual. Com publicação trimestral, o boletim detalha a evolução histórica e os principais impactos em cada componente das tarifas, além de apresentar o panorama dos processos em andamento e de fatores que influenciam nos cálculos realizados pela Agência, como os encargos setoriais.",False,303,2026-09-21 20:23
2026-09-16,Tarifas,Audiência Pública discutirá revisão das tarifas da CEEE-D em Porto Alegre (RS),"A sessão presencial será realizada dia 8/10, em Porto Alegre/RS, no Auditório do Palácio do Ministério Público do Rio Grande do Sul",https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/audiencia-publica-discutira-revisao-das-tarifas-da-ceee-d-em-porto-alegre-rs,"Os consumidores atendidos pela Companhia Estadual de Distribuição de Energia Elétrica (CEEE-D) poderão participar da Audiência Pública 007/2026 , que discutirá a Revisão Tarifária Periódica (RTP) da distribuidora. Com sede em Porto Alegre, no estado do Rio Grande do Sul, a distribuidora atende aproximadamente 2,03 milhões unidades consumidoras. A sessão será realizada no dia 8/10, a partir das 14h30, no Auditório do Palácio do Ministério Público do Rio Grande do Sul, localizado na Praça Marechal Deodoro, 110 - Centro Histórico da cidade de Porto Alegre. O credenciamento será realizado a partir das 14h. Confira, na tabela, os índices propostos para entrar em vigor a partir de 22 de novembro de 2026: Empresa CEEE-D Classe de Consumo – Consumidores cativos Baixa tensão em média Alta tensão em média Efeito Médio para o consumidor 24,24% 15,88% 22,31% Entre os fatores que mais impactaram os índices propostos estão os custos associados ao aumento da base de remuneração e à recomposição de parte do diferimento tarifário realizado no processo tarifário de 2024, ambos relacionados aos efeitos climáticos ocorridos no Rio Grande do Sul naquele ano. A Audiência Pública 007/2026 está vinculada à Consulta Pública 027/2026 , que recebe contribuições até o dia 9 de outubro. As sugestões podem ser enviadas para os seguintes e-mails: cp027_2026rv@aneel.gov.br – para o tema Revisão Tarifária cp027_2026et@aneel.gov.br – para o tema Estrutura Tarifária; cp027_2026pt@aneel.gov.br – para o tema Perdas Técnicas; A minuta de resolução e outras informações sobre a consulta e a audiência serão publicadas na página da ANEEL na internet, acesse aqui . Serviço Audiência Pública nº 007/2026 sobre a Revisão tarifária da Companhia Estadual de Distribuição de Energia Elétrica (CEEE-D). Data: Quinta-feira (8/10) Horário: 14h (credenciamento) / 14h30 (início da audiência pública) Local: Auditório do Palácio do Ministério Público do Rio Grande do Sul Endereço: Praça Marechal Deodoro, 110 - Centro Histórico, Porto Alegre/RS",False,307,2026-09-21 20:23
2026-09-15,Geração,ANEEL abre consulta pública para aprimorar classificação operacional de usinas do SIN,"Proposta encaminhada pelo ONS busca atualizar os critérios utilizados para definir o nível de participação das usinas no planejamento, na programação e na operação do sistema elétrico",https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aneel-abre-consulta-publica-para-aprimorar-classificacao-operacional-de-usinas-do-sin,"A Agência Nacional de Energia Elétrica (ANEEL) aprovou, nesta terça-feira (15/9), a abertura da Consulta Pública nº 034/2026, destinada a receber contribuições da sociedade para o aprimoramento dos critérios de classificação das modalidades de operação das usinas integrantes do Sistema Interligado Nacional (SIN). A classificação operacional estabelece o grau de participação de cada empreendimento de geração nos processos conduzidos pelo Operador Nacional do Sistema Elétrico (ONS), incluindo o planejamento e a programação da operação, a supervisão em tempo real e a coordenação de intervenções. A definição da modalidade aplicável considera, entre outros aspectos, a influência individual ou conjunta da usina sobre a segurança, a confiabilidade e o desempenho do SIN. Entre os principais temas submetidos ao debate, está a revisão dos critérios empregados para avaliar o impacto elétrico e energético das usinas. A proposta procura tornar a classificação mais compatível com as transformações observadas no setor elétrico, especialmente diante do crescimento da geração renovável, do aumento do número de empreendimentos conectados às redes de transmissão e distribuição e da necessidade de uma visão mais integrada da operação. Uma das principais inovações é a avaliação das usinas não apenas de forma individual, mas também por meio de conjuntos operativos. Na prática, empreendimentos localizados em uma mesma região elétrica ou que apresentem comportamento agregado relevante poderão ser avaliados conjuntamente, quando a atuação combinada tiver influência significativa sobre a operação do sistema. A consulta também discutirá a reorganização das modalidades atualmente previstas nos Procedimentos de Rede, com o detalhamento das categorias aplicáveis às usinas que participam diretamente da operação coordenada pelo ONS e daquelas cujas operações ocorre com menor nível de interação com o Operador. A proposta considera que a crescente complexidade do sistema exige informações operativas consistentes e nível adequado de coordenação entre o ONS e os agentes de geração. Em processos envolvendo características técnicas de usinas, o Operador já destaca a relevância de informações que permitam avaliar a flexibilidade e as restrições operativas dos empreendimentos no planejamento e na programação da operação. A avaliação técnica da ANEEL concluiu que a proposta trata de tema relevante para a segurança e a eficiência da operação do SIN. A consulta permitirá aprofundar a discussão sobre a proporcionalidade das obrigações, os custos de adequação para os agentes e os benefícios operacionais esperados."" Como enviar sugestões As contribuições poderão ser enviadas de 17 de setembro a 2 de novembro por formulário eletrônico disponível no espaço reservado à Consulta Pública 34/2026 no site da ANEEL. Acesse o link https://www.gov.br/aneel/pt-br/acesso-a-informacao/participacao-social/consultas-publicas .",False,413,2026-09-21 20:23
2026-09-15,Tarifas,Aprovadas as novas tarifas da Equatorial Pará,Novos valores serão aplicados a partir da data de publicação da decisão no Diário Oficial,https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aprovadas-as-novas-tarifas-da-equatorial-para,"O reajuste tarifário anual para os clientes da Equatorial Pará Distribuidora de Energia S/A foi aprovado nesta terça-feira (15/9) pela Agência Nacional de Energia Elétrica (ANEEL). A distribuidora, sediada em Belém (PA), atende aproximadamente 3,12 milhões de unidades consumidoras em 228 municípios paraenses. Confira os índices que incidirão nas tarifas: Empresa Consumidores residenciais - B1 Equatorial Pará 6,70% Classe de Consumo – Consumidores cativos Baixa tensão em média Alta tensão em média Efeito Médio para o consumidor 6,66% 8,09% 6,94% Os fatores que impactaram as tarifas foram os custos de aquisição de energia, de encargos setoriais e de componentes financeiros. Os novos valores serão aplicados a partir da publicação da decisão no Diário Oficial da União. O efeito médio da alta tensão refere-se às classes A1 (>= 230 kV), A2 (de 88 a 138 kV), A3 (69 kV) e A4 (de 2,3 a 25 kV). Para a baixa tensão, a média engloba as classes B1 (Residencial e subclasse residencial baixa renda); B2 (Rural: subclasses, como agropecuária, cooperativa de eletrificação rural, indústria rural, serviço público de irrigação rural); B3 (Industrial, comercial, serviços e outras atividades, poder público, serviço público e consumo próprio); e B4 (Iluminação pública).",False,195,2026-09-21 20:23
2026-09-15,Inovação,Experimento Energias da Floresta busca levar energia a populações isoladas,"Com supervisão da ANEEL, a iniciativa reunirá projetos adaptados a comunidades indígenas, quilombolas e outras em regiões remotas",https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/experimento-energias-da-floresta-busca-levar-energia-a-populacoes-isoladas,"A Agência Nacional de Energia Elétrica (ANEEL) aprovou, nesta terça-feira (15/9), as regras para o desenvolvimento do Sandbox Regulatório Energias da Floresta. A iniciativa cria um ambiente temporário, supervisionado pela Agência, para testar projetos-piloto de fornecimento de energia elétrica a populações indígenas, quilombolas, ribeirinhas, comunidades tradicionais e agricultores familiares, com foco em áreas remotas na Amazônia Legal. O objetivo é avançar na universalização da energia elétrica no Brasil, para que ela alcance toda a população brasileira – o serviço chega hoje a 99,8% das moradias do país. O sandbox (termo em inglês que significa ambiente de teste – leia mais no fim da nota) permitirá experimentar meios para que populações isoladas recebam acesso pleno à energia elétrica, reconhecendo seus conhecimentos, práticas e valores culturais. Os projetos poderão abordar sistemas descentralizados de geração e armazenamento, usos coletivos e produtivos da energia, novas formas de faturamento e tarifação e a atuação de agentes comunitários de energia. Também poderão ser testadas a expansão gradual de atendimento dos Sistemas Individuais de Geração de Energia Elétrica com Fonte Intermitente (SIGFI) e Microssistemas Isolados de Geração e Distribuição de Energia Elétrica (MIGDI), a transição entre esses arranjos e a distribuição convencional, e o compartilhamento, a cessão, a transferência ou a remuneração de sistemas energéticos implantados por comunidades e outros agentes, inclusive para eventual integração à Base de Remuneração Regulatória das distribuidoras. Os projetos serão fomentados pelo Programa de Pesquisa, Desenvolvimento e Inovação (PDI) gerido pela ANEEL e poderão receber recursos de outras fontes previstas na norma. A regulamentação aprovada estabelece critérios para a entrada e a saída dos projetos, salvaguardas para participantes, comunidades, territórios e meio ambiente e regras de transparência e comunicação em linguagem simples. A seleção de povos e comunidades tradicionais deverá ser precedida de consulta livre, prévia e informada. Entre os parceiros já envolvidos na iniciativa, estão o Instituto de Energia e Meio Ambiente (IEMA) e o Banco Interamericano de Desenvolvimento (BID). Iniciativa testa novo participante do setor elétrico: a comunidade energética Entre as inovações trazidas pelo Sandbox Energias da Floresta, está a criação da figura da comunidade energética. Trata-se de um arranjo no qual famílias, organizações comunitárias, povos e comunidades tradicionais participam do planejamento, da governança e da gestão de sistemas e serviços de energia. Uma vez que o projeto seja autorizado, a comunidade poderá colaborar no monitoramento, na operação e na manutenção da infraestrutura, sem substituir a distribuidora nem assumir a prestação do serviço público. Agência experimenta a arquitetura de governança colaborativa O sandbox será operacionalizado por uma arquitetura de governança colaborativa, a ser instituída em ato específico da ANEEL. O modelo reunirá órgãos públicos, agentes do setor elétrico, instituições de ensino e pesquisa, organizações da sociedade civil, desenvolvedores de soluções e representantes das comunidades. Caberá a essa estrutura apoiar a seleção, a coordenação, o acompanhamento e a avaliação dos projetos-piloto, além de organizar dados, gerir riscos e sistematizar os resultados. A proposta foi aperfeiçoada após a Consulta Pública nº 2/2026, que recebeu 338 contribuições de 53 participantes, com aproveitamento integral ou parcial de 82% das manifestações. A Agência também ouviu experiências de representantes de povos e comunidades tradicionais por meio de uma oficina em parceria com a Escola Nacional de Administração Pública (ENAP) e de um seminário com 170 atores de entidades públicas e privadas, incluindo concessionárias, órgãos públicos, universidades nacionais e internacionais, organizações não governamentais, bancos de fomento, instituições filantrópicas e associações representativas de povos e comunidades tradicionais. O que são os sandboxes regulatórios A Lei Complementar nº 182/2021, que instituiu o marco legal das startups e do empreendimento inovador, autorizou que órgãos e entidades da administração pública promovam experimentos de regulamentação setorial para desenvolver modelos de negócios inovadores e testar técnicas e tecnologias. São os sandboxes regulatórios: eles permitem a oferta de condições temporárias, aplicadas a um grupo segmentado de pessoas, para que se possa testar novas possibilidades de normas antes que elas entrem em vigor. No caso do setor elétrico, os sandboxes regulatórios criam condições especiais para que agentes do setor elétrico, unidos a pesquisadores e a outras instâncias interessadas, realizem projetos a partir de critérios e de limites estabelecidos pela ANEEL e por meio de procedimento facilitado.",False,691,2026-09-21 20:23
2026-09-11,Geração,Expansão da matriz elétrica em agosto é de quase 2 GW,"Ampliação ao longo de 2026 é de 4,9 GW, com novas geradoras em 15 estados",https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/expansao-da-matriz-eletrica-em-agosto-e-de-quase-2-gw,"O crescimento da oferta de energia elétrica no Brasil em agosto foi de 1.968,37 megawatts (MW). Segundo dados reunidos pela Agência Nacional de Energia Elétrica (ANEEL), entre as 20 novas usinas que entraram em operação comercial no mês, estão três termelétricas (100,87 MW), 15 centrais solares fotovoltaicas (891,00 MW) e duas usinas eólicas (76,50 MW). Ao longo do ano, até 31 de agosto, a expansão na matriz elétrica foi de 4.852,78 MW. Entre as 91 usinas que começaram a operar no período, estão 75 centrais solares fotovoltaicas (3.520,93 MW), seis usinas termelétricas (1.087,05 MW), três usinas eólicas (184,50 MW), cinco pequenas centrais hidrelétricas (52,70 MW) e duas centrais geradoras hidrelétricas (7,60 MW). De janeiro a agosto, usinas em 15 estados entraram em operação comercial. Os destaques, em ordem decrescente, foram o Mato Grosso do Sul (894,20 MW), o Pará (649,37 MW) e o Rio Grande do Norte (639,57 MW). O Mato Grosso do Sul também foi o estado com maior expansão em agosto, com 891,00 MW. O Pará ficou em segundo lugar no mês, com 629,37 MW. . Capacidade total de usinas centralizadas é de 220,7 GW Em 8 de setembro, o Brasil somou 220.662,7 MW de potência fiscalizada, de acordo com dados do Sistema de Informações de Geração da ANEEL, o SIGA , atualizado diariamente com dados de usinas em operação e de empreendimentos outorgados em fase de construção. Desse total em operação, ainda de acordo com o SIGA, 84,67% da potência instalada é de fonte renovável. Onde encontrar mais dados sobre a geração elétrica Uma abordagem mais detalhada do crescimento da oferta centralizada de energia elétrica pode ser encontrada no painel RALIE , que reúne informações sobre a expansão da matriz elétrica. Com formato intuitivo, a ferramenta amplia o acesso aos dados de fiscalização de novas usinas em implantação e facilita o acompanhamento da expansão da oferta de geração de acordo com o ano, região, tipo de fonte de energia, entre outros filtros. Os objetivos são aprimorar a interatividade e fornecer mais informações sobre obras de geração. As informações do painel são atualizadas mensalmente baseadas nas inspeções in loco nas obras das centrais geradoras e nos dados disponibilizados no Relatório de Acompanhamento de Empreendimentos de Geração de Energia Elétrica (Rapeel), que conta com a contribuição das empresas fiscalizadas para uma análise minuciosa da equipe de monitoramento. Veja neste link os relatórios e indicadores da ANEEL relacionados à geração de energia elétrica.",True,403,2026-09-21 20:23
2026-09-11,Transmissão,ANEEL aprova transferência de controle indireto de 26 concessionárias de transmissão,Operação prevê a participação conjunta da Caisse de Dépôt et Placement du Québec e do Grupo Energía Bogotá no controle societário das transmissoras.,https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aneel-aprova-transferencia-de-controle-indireto-de-26-concessionarias-de-transmissao,"A Agência Nacional de Energia Elétrica (ANEEL) anuiu nesta sexta-feira (11/9) a transferência de Controle Societário Indireto das concessionárias de serviço público de transmissão de energia elétrica Barreiras Transmissora de Energia S.A., Buritirama Transmissora de Energia S.A., Vale do Sertão Transmissora de Energia S.A., Jaíba Transmissora de Energia S.A., Alto Sertão Transmissora de Energia S.A., Presidente Juscelino Transmissora de Energia S.A., Belém Transmissora de Energia S.A., Tapajós Transmissora de Energia S.A., SPE Santa Maria Transmissora de Energia S.A., SPE Santa Lucia Transmissora de Energia S.A., SPE Transmissora de Energia Linha Verde I S.A., SPE Transmissora de Energia Linha Verde II S.A., Integração Transmissora de Energia S.A., Argo Transmissão de Energia S.A., ARGO II Transmissão de Energia S.A., Argo III Transmissão de Energia S.A., Argo IV Transmissão de Energia S.A., Argo V Transmissão de Energia S.A., Argo VI Transmissão de Energia S.A., Transmissora José Maria de Macedo de Eletricidade S.A., Giovanni Sanguinetti Transmissora de Energia S.A., Argo IX Transmissão de Energia S.A., MGE Transmissão S.A., Goiás Transmissão S.A., Transenergia Renovável S.A. e Transenergia São Paulo S.A.. O controle indireto das concessionárias passará a ser detido de forma conjunta por Caisse De Dépot Et Placement Du Québec e por Grupo Energía Bogotá S.A. E.S.P. O prazo para implementação da operação é de até 120 dias desde a aprovação e as concessionárias deverão enviar à Agência os documentos comprobatórios da formalização da operação no prazo de até 30 dias de sua implementação.",False,239,2026-09-21 20:23
2026-09-10,Transmissão,ANEEL assina novos contratos de geração e transmissão de energia elétrica,Foram formalizados contratos decorrentes do Leilão de Reserva de Capacidade na forma de Potência e da segunda etapa do Leilão de Transmissão nº 1/2026,https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aneel-assina-novos-contratos-de-geracao-e-transmissao-de-energia-eletrica,"A Agência Nacional de Energia Elétrica (ANEEL) sediou, na tarde desta quinta-feira (10/9), a cerimônia de assinatura dos contratos resultantes de dois certames realizados em 2026: o Leilão de Reserva de Capacidade na forma de Potência (LRCAP nº 2/2026) e a segunda etapa do Leilão de Transmissão (LT nº 1/2026). A solenidade ocorreu na Sala Plenária da Agência, em Brasília, com transmissão ao vivo pelo canal oficial da ANEEL no YouTube. Estavam presentes na cerimônia: o diretor-geral da ANEEL, Sandoval Feitosa, diretora Ludimila Lima, o diretor Willamy Frota, além de servidores da Agência, investidores e representantes de empresas do setor elétrico. Os instrumentos contratuais foram firmados pela diretoria da ANEEL e por representantes das empresas vencedoras dos certames. A cerimônia de assinatura marca a conclusão de mais uma etapa dos leilões e formaliza os compromissos assumidos pelas empresas. No caso do LRCAP, os contratos garantem a disponibilização da potência contratada ao Sistema Interligado Nacional (SIN). Já no âmbito do Leilão de Transmissão, os documentos estabelecem as obrigações para implantação, operação e manutenção das novas instalações que integrarão a rede. Sobre os certames O LRCAP nº 2/2026 contratou a ampliação de cinco usinas hidrelétricas, que, juntas, adicionarão 2,5 gigawatts de disponibilidade de potência ao Sistema Interligado Nacional. Na segunda etapa do LT nº 1/2026, foram licitados quatro novos lotes de concessão para empreendimentos nos estados de Mato Grosso, Mato Grosso do Sul e São Paulo. Os projetos somam investimentos estimados em R$ 1,75 bilhão, alcançaram deságio médio de 53,20% e têm potencial para gerar mais de 4 mil empregos durante sua implantação. .",False,262,2026-09-21 20:23
2026-09-09,Leilão,ANEEL realiza cerimônia para assinatura de contratos de geração e transmissão de energia,Evento formaliza contratos decorrentes de Leilão de Reserva de Capacidade na forma de Potência e da segunda etapa do Leilão de Transmissão nº 1/2026,https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aneel-realiza-cerimonia-para-assinatura-de-contratos-de-geracao-e-transmissao-de-energia,"A Agência Nacional de Energia Elétrica (ANEEL) vai sediar, nesta quinta-feira (10/9), às 15h, na Sala Plenária da Agência, em Brasília (DF), cerimônia de assinatura de contratos decorrentes do Leilão de Reserva de Capacidade na forma de Potência (LRCAP n.º 2/2026) e da segunda etapa do Leilão de Transmissão n.º 1 de 2026. A assinatura será transmitida pelo canal da ANEEL no YouTube . No LRCAP 2/2026, realizado em 18 de março, entre outras contratações foram negociadas ampliações de cinco usinas hidrelétricas, que juntas representam 2,5 gigawatts de disponibilidade de potência para o SIN. Já na segunda etapa do LT 1/2026 foram licitados quatro novos lotes de concessão, com empreendimentos em Mato Grosso, Mato Grosso do Sul e São Paulo. Os projetos somam investimentos estimados em R$ 1,75 bilhão, deságio médio de 53,20% e previsão de geração de mais de 4 mil empregos. A assinatura dos contratos dá continuidade aos resultados dos leilões e aos investimentos previstos para a expansão do Sistema Interligado Nacional. SERVIÇO Cerimônia de assinatura de contratos de leilões Data: Quinta-feira (10/9) Horário: 15h Local: Sala Plenária da Agência Nacional de Energia Elétrica (ANEEL) Endereço: SGAN Quadra 603, Módulos I e J, Asa Norte, Brasília – DF",False,200,2026-09-21 20:23
2026-09-09,Agenda regulatória,ANEEL aprova primeira revisão da Agenda Regulatória para o biênio 2026-2027,"Com a inclusão de cinco novas atividades, remanejamento de nove atividades para 2028 e a exclusão de duas, a Agenda ficou com 54 atividades",https://www.gov.br/aneel/pt-br/assuntos/noticias/2026-defeso-eleitoral/aneel-aprova-primeira-revisao-da-agenda-regulatoria-para-o-bienio-2026-2027,"Nesta terça-feira (8/9), a diretoria colegiada da Agência Nacional de Energia Elétrica (ANEEL) aprovou, durante Reunião Pública Ordinária, a primeira revisão da Agenda Regulatória para o biênio 2025-2026. O processo simplificado de revisão da Agenda Regulatória ocorre quando se identifica a necessidade de atualização por fato superveniente à aprovação do documento. Dessa forma, as alterações são informadas à sociedade para que ajuste a sua participação na discussão de cada atividade regulatória. A Agenda Regulatória 2026-2027 inicialmente previa 59 atividades divididas em quatro eixos temáticos, sendo 32 atividades prioritárias e com previsão de norma para execução em 2026 e outras 27 em 2027. Diante do crescente conjunto de demandas em relação à quantidade limitada de recursos humanos, a Agência verificou a necessidade de priorizar entregas e identificou atividades da Agenda Regulatória 2026-2027 que precisam de remanejamento. Dessa forma, as áreas técnicas indicaram os ajustes necessários em 33 atividades regulatórias. Com a inclusão de cinco novas atividades, remanejamento de nove atividades para 2028 e a exclusão de duas, a Agenda foi atualizada para 54 atividades. Sendo previstas 21 atividades para conclusão em 2026 e 31 atividades em 2027. Assim, a nova divisão por eixos temáticos ficará da seguinte forma: Eixos temáticos da Agenda Regulatória 2026-2027 Número de atividades regulatórias Geração & Mercado 25 Transmissão & Distribuição 16 Regulação tarifária e Financeira 9 Eficiência Energética & Consumidor 4 O acompanhamento da execução da Agenda Regulatória é realizado trimestralmente pela Assessoria Especial de Governança Corporativa (AEGC) do Gabinete Executivo de Diretrizes de Governança e Gestão (AEGC/GDG), em que o monitoramento é feito por meio do MonitorANEEL e de contato regular do com as áreas técnicas. Assim, foi observado que, para algumas atividades programadas para 2026, não haveria tempo suficiente para a execução de todas as etapas previstas no processo regulatório.",False,296,2026-09-21 20:23
